,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
12412,Audi,A4,Audi A4 Avant 40 TDI S tronic S line,1968.0,190.0,S-LINE * Clima * Camere 360 * Apple CarPlay * Faruri Matrix,31999.0,48918.0,Diesel,2020.0
12413,Seat,Arona,Seat Arona 1.0 TSI DSG7 Style,999.0,110.0,"Autoturism de showroom, stare perfecta, garantie de producator",21950.0,1450.0,Benzina,2023.0
12414,Renault,Koleos,Renault Koleos ENERGY dCi 130 INTENS,,,,17783.37,176990.0,Diesel,2018.0
12415,BMW,X2,BMW X2 xDrive20d AT M Sport X,1995.0,190.0,BMW X2 M-Sport 2.0D X-Drive Cutie Automata TVA DEDUCTIBIL,23389.3,162200.0,Diesel,2018.0
12416,Mercedes-Benz,E,Mercedes-Benz E 350 Aut.,1991.0,211.0,Primul propietar,19900.0,255000.0,Hibrid Plug-In,2016.0
12417,Volkswagen,Polo,Volkswagen Polo,999.0,95.0,"Volkswagen Polo, an 2021, 87.000 km, 1.0 benzină 95 cp",10650.0,87000.0,Benzina,2021.0
12418,Volkswagen,Golf,Volkswagen Golf 2.0 TSI BMT DSG GTI Performance,1984.0,230.0,VW Golf 7 GTI Performance DSG,17700.0,151000.0,Benzina,2013.0
12419,Opel,Astra,Opel Astra,1598.0,110.0,Navi/Scaune incalzite/Volan Incalzit/Tva/Leasing - Rate FARA AVANS,8949.99,161209.0,Diesel,2018.0
12420,Audi,A6,Audi A6 2.0 50 TFSI e quattro S tronic Design,1984.0,299.0,A5 50 TFSI e Quattro Tva deductibil - finantare credit leasing auto,28998.86,181142.0,Hibrid Plug-In,2021.0
12421,Geely,Ex5,Geely Ex5,,,,37490.0,1.0,Electric,2025.0
12422,BMW,X3,BMW X3 xDrive20d,1995.0,184.0,BMW X3 2.0d Xdrive - 184cp,9990.0,239000.0,Diesel,2012.0
12423,Audi,A6,Audi A6 Avant 2.0 TDI Ultra S tronic,1968.0,150.0,Audi A6 Ultra 2.0 TDI 150cp - Automat,14990.0,220000.0,Diesel,2016.0
12424,Mercedes-Benz,GLK,Mercedes-Benz GLK 220 CDI (BlueEFFICIENCY) 7G-TRONIC,2143.0,170.0,Mercedes Benz GLK 220 CDI 4Matic BlueEfficiency,10250.0,230000.0,Diesel,2011.0
12425,Mercedes-Benz,GLK,Mercedes-Benz GLK 250 CDI 4M BlueEfficiency Aut.,2143.0,204.0,Mercedes-Benz GLK 250 CDI 4Matic BlueEfficiency,10250.0,197632.0,Diesel,2011.0
12426,Ford,Puma,Ford Puma 1.0 EcoBoost Titanium,,,,13716.72,108865.0,Benzina,2021.0
12427,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI DSG Highline,1968.0,150.0,Volkswagen Passat Highline 2017 2.0 Diesel Automat Garantie/Rate,9399.0,305000.0,Diesel,2017.0
12428,Citroën,Berlingo,Citroën Berlingo,1199.0,110.0,Citroen Berlingo 1.2 e-THP 20 Aniversario Edition,6899.0,164580.0,Benzina,2018.0
12429,Volvo,XC 40,Volvo XC 40 D3 Geartronic Momentum,1969.0,149.0,Volvo XC40 D3 - Garantie 24 Luni/Posibilitate Rate,18292.36,211000.0,Diesel,2020.0
12430,Nissan,Qashqai+2,Nissan Qashqai+2,1598.0,130.0,Nissan Qashqai+2 1.6 dCi Tekna,6700.0,320000.0,Diesel,2012.0
12431,Mercedes-Benz,GLE,Mercedes-Benz GLE 250 d 4Matic 9G-TRONIC AMG Line,2143.0,204.0,Mercedes-Benz GLE 250d 4M,23990.0,294000.0,Diesel,2017.0
12432,BMW,X3,BMW X3 xDrive20d AT xLine,1995.0,190.0,BMW X3 2.0d - 190 CP,14490.0,248664.0,Diesel,2016.0
12433,Audi,Q5,Audi Q5 2.0 TDI Quattro S-Tronic,1968.0,170.0,Audi Q5 2.0 TDI 170cp Automat - Quattro,11900.0,264722.0,Diesel,2012.0
12434,Nissan,Murano,Nissan Murano 2.5 D Automatik Executive,2488.0,190.0,Nissan Murano 2.5 dCi Executive 190 cp,6199.0,316000.0,Diesel,2011.0
12435,Mercedes-Benz,B,Mercedes-Benz B 200 CDI Special Edition,1991.0,140.0,Mercedes-Benz B200 CDI,2250.0,277525.0,Diesel,2005.0
12436,BMW,X5,BMW X5 xDrive30d,2993.0,265.0,=SkyLounge=FULL LED=Camera 360=Softclose Total=MASAJ=Lane+Side+Distron,48970.0,147000.0,Diesel,2020.0
12437,Volvo,XC 60,Volvo XC 60,,,,18900.0,195000.0,Diesel,2019.0
12438,Mazda,3,Mazda 3 SKYACTIV-G 120 Sports-Line,1998.0,120.0,Sports Line ~ 2.0 benzina  ~ Xenon ~ GARANTIE ~ RATE ~ REVIZIE,11250.0,157347.0,Benzina,2015.0
12439,Mercedes-Benz,ML,Mercedes-Benz ML 250 BlueTec 4MATIC Aut,2143.0,204.0,ML 250 BlueTec 4M - 204cp,13990.0,289000.0,Diesel,2012.0
12440,Renault,Talisman,Renault Talisman Grandtour ENERGY dCi 130 EDC Business,1598.0,130.0,Renault Talisman 1.6 dCi Energy Business - 130cp Automat,10990.0,219584.0,Diesel,2017.0
12441,Mercedes-Benz,S,Mercedes-Benz S 400 d 4MATIC Long Aut,2925.0,330.0,Mercedes-Benz S 400d 4M Long,81334.37,86450.0,Diesel,2021.0
12442,Renault,Modus,Renault Modus 1.5 dCi Expression,1461.0,65.0,Renault Modus 1.5 dCi Dynamique,3950.0,208000.0,Diesel,2009.0
12443,BMW,Seria 7,BMW Seria 7 750e xDrive,2998.0,489.0,Tva Inclus si deductibil/Finantare Firme/BuyBack,132500.0,50.0,Hibrid Plug-In,2024.0
12444,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic Design,1968.0,190.0,Audi Q5 2.0 TDI quattro,24950.2,137076.0,Diesel,2018.0
12445,Volkswagen,Golf,Volkswagen Golf 1.5 TSI eHybrid DSG PHEV Life,1498.0,150.0,VW Golf Life 1.5 TSI DSG PHEV TD,29589.34,2000.0,Hibrid Plug-In,2025.0
12446,Volkswagen,Golf,Volkswagen Golf 1.5 TSI eHybrid DSG PHEV Life,1498.0,150.0,VW Golf Life 1.5 TSI DSG PHEV TD,29589.34,2000.0,Hibrid Plug-In,2025.0
12447,Cupra,Leon,Cupra Leon,,,,21900.03,54628.0,Hibrid Plug-In,2021.0
12448,Volvo,S80,Volvo S80 D3 Start-Stop Executive,,,,10995.0,191425.0,Diesel,2014.0
12449,Renault,Megane,Renault Megane ENERGY dCi EDC Zen,1461.0,110.0,Renault Megane 1.5 dCi Energy Zen Automatic,8590.0,233701.0,Diesel,2016.0
12450,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic,1968.0,190.0,Audi Q5 S-line Quattro 2.0 Tdi,23900.0,215000.0,Diesel,2017.0
12451,Audi,A8,Audi A8 50 TDI quattro Tiptronic,,,,44900.0,99746.0,Diesel,2019.0
12452,Ford,Mondeo,Ford Mondeo 2.0 Hybrid,,,,17899.99,115006.0,Hibrid,2020.0
12453,Skoda,Karoq,Skoda Karoq 1.5 TSI DSG Ambition,,,,23950.0,64269.0,Benzina,2020.0
12454,Land Rover,Defender,Land Rover Defender 110 3.0D 250 MHEV X-Dynamic SE,2996.0,250.0,primul proprietar / stare impecabila,83490.0,3000.0,Diesel,2024.0
12455,Audi,A7,Audi A7 3.0 TDI Quattro Tiptronic,,,,20990.0,197000.0,Diesel,2015.0
12456,Renault,Megane,Renault Megane TCe GPF Intens,,,,11690.0,110031.0,Benzina,2020.0
12457,Honda,HR-V,Honda HR-V 1.5 4x2 E-CVT HEV Advance,1498.0,107.0,"Primul proprietar, Import germania, anvelope iarna vara",26741.0,69000.0,Hibrid,2022.0
12458,Audi,A1,Audi A1 30 TFSI Sportback S tronic S line,999.0,116.0,3xS-line automatic s-tronic,15900.0,200000.0,Benzina,2019.0
12459,Renault,Kadjar,Renault Kadjar 1.6 DCI Zen,1598.0,130.0,"Livrare gratis, Garantie 12 luni, Test drive",12599.0,257263.0,Diesel,2017.0
12460,BMW,Seria 3,BMW Seria 3 320i AT,1998.0,184.0,Bmw seria 3.20 i,18350.0,200700.0,Benzina,2021.0
12461,Opel,Astra,Opel Astra 1.6 TWINPORT ECOTEC Enjoy,,,,7790.0,135214.0,Benzina,2017.0
12462,Mercedes-Benz,A,Mercedes-Benz A 250 e Aut.,1332.0,163.0,Mercedes-Benz Clasa A 250 e Limuzina,48279.0,25000.0,Hibrid Plug-In,2023.0
12463,Renault,Megane,Renault Megane E-TECH EV60 optimum charge iconic,,,,18990.0,73000.0,Electric,2022.0
12464,BMW,Seria 5,BMW Seria 5,,,,73900.0,58634.0,Hibrid Plug-In,2023.0
12465,Ford,Kuga,Ford Kuga,,,,20990.0,111758.0,Hibrid Plug-In,2020.0
12466,Cupra,Formentor,Cupra Formentor 1.5 eTSI DSG7 MHEV,1498.0,150.0,Cupra Formentor 2025 - 150CP,33500.06,2600.0,Benzina,2025.0
12467,BMW,Seria 5,BMW Seria 5 525d Aut.,,,,11750.0,259500.0,Diesel,2013.0
12468,Volkswagen,Passat,Volkswagen Passat,1968.0,150.0,Garantie,21098.77,99265.0,Diesel,2020.0
12469,Ford,Mondeo,Ford Mondeo,,,,19900.0,103800.0,Hibrid,2022.0
12470,Mercedes-Benz,S,Mercedes-Benz S 450 d 4MATIC Long Aut,,,,145072.95,1.0,Diesel,2025.0
12471,Volkswagen,Passat Alltrack,Volkswagen Passat Alltrack 2.0 TDI 4Motion BMT,1968.0,140.0,Livrare imediata!!,12900.0,145274.0,Diesel,2012.0
12472,Audi,A4,Audi A4 2.0 TDI Avant,,,,2500.0,340000.0,Diesel,2005.0
12473,Volkswagen,Golf,Volkswagen Golf 2.0 TDI Comfortline,1968.0,110.0,"VW GOLF VI 2.0 TDI, Model 2009, Euro 5",5950.0,179000.0,Diesel,2008.0
12474,Dacia,Logan,Dacia Logan 1.5 Blue dCi SL Prestige PLUS,1461.0,95.0,Prestige Plus Diesel 95 CP,8900.0,70000.0,Diesel,2019.0
12475,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Highline,,,,13990.0,230000.0,Diesel,2017.0
12476,Ford,Fiesta,Ford Fiesta,1242.0,82.0,2013 Benzina 1.3 Mpi E5 100000 Km RATE,5330.0,100000.0,Benzina,2013.0
12477,Opel,Astra,Opel Astra 1.0 Turbo ECOTEC Start/Stop Selection,,,,9850.0,160000.0,Benzina,2018.0
12478,Mazda,CX-5,Mazda CX-5 CD175 4x4 AT Revolution,2191.0,175.0,Primul proprietar,9200.0,177221.0,Diesel,2014.0
12479,Dacia,Logan,Dacia Logan 1.0 SCe Acces,998.0,73.0,Al doilea proprietar,4200.0,160000.0,Benzina + GPL,2017.0
12480,Seat,Arona,Seat Arona 1.0 TSI DSG7 Style,999.0,110.0,"Autoturism de Showroom, garantie de producator, stare perfecta",17950.0,14500.0,Benzina,2022.0
12481,Mercedes-Benz,C,Mercedes-Benz C AMG 43 MHEV 4MATIC,1991.0,408.0,AMG 43 MHEV 4M /Digital Light /Trapa /Punte spate viratoare/Burmester,73900.0,591.0,Benzina,2024.0
12482,BMW,Seria 3,BMW Seria 3 320i GT,1997.0,184.0,Bi-Xenon 184 Cai Led Navi Keyless Germania,11300.0,221350.0,Benzina,2013.0
12483,BMW,Seria 3,BMW Seria 3,1995.0,184.0,"Proprietar de 3 ani, mentenanță la zi cu piese numai de calitate,",6699.0,379000.0,Diesel,2010.0
12484,Porsche,911-TURBO-S,Porsche 911-TURBO-S,3745.0,650.0,Porsche 911 Turbo S 2023 / 2702 km,283180.67,2702.0,Benzina,2023.0
12485,BMW,Seria 7,BMW Seria 7,2998.0,300.0,BMW 740Xd MildHybrid 3.0d 299hp 2024 - 24563 km,92936.13,24536.0,Diesel,2024.0
12486,Fiat,500X,Fiat 500X 1.6 Mjet 4X2 Pop Star,1598.0,120.0,Fiat 500x 1.6 diesel cel mai fiabil motor varianta PopStar Garantie!,9530.0,124000.0,Diesel,2017.0
12487,Kia,Sportage,Kia Sportage 1.6 T-GDI 6MT 4x2 Urban,1598.0,150.0,Kia Sportage PE 1.6 T-GDI 6MT 150 CP 4x2 Urban (MY 2026),30436.34,5.0,Benzina,2025.0
12488,BMW,Seria 7,BMW Seria 7 730Ld xDrive,2993.0,265.0,06.2017 | 3.0d | xDrive | Garantie 12 luni | Pachet M | Laser | 360* |,40990.0,119024.0,Diesel,2017.0
12489,Ford,Transit,Ford Transit 350 2.0 EcoBlue 130 CP L4 DCIV RWD Trend,1995.0,130.0,"Dubla punte spate, Perne de aer, Lungime bena 425, 3 Locuri, Pilot aut",16927.9,267021.0,Diesel,2021.0
12490,BMW,Seria 3,BMW Seria 3 318d Touring Aut. Advantage,1995.0,150.0,03.2019 | 2.0d | Automat | Garantie 12 luni | Faruri LED | Keyless |,10790.0,246545.0,Diesel,2019.0
12491,Volvo,XC 60,Volvo XC 60 D5 AWD Aut. RDesign,2400.0,215.0,02.2013 | 2.4d | AWD | Garantie 12 luni | R-Design | Panorama | BLIS |,11990.0,237842.0,Diesel,2013.0
12492,Renault,Megane,Renault Megane 1.5 dCi Dynamique Aut.,1461.0,110.0,"Renault Megane 1.5 dci,an2012, Panoramic, Cutie Automata,RATE FIXE",5850.0,197212.0,Diesel,2012.0
12493,Dodge,Challenger,Dodge Challenger,6424.0,477.0,"Challenger SRT8, Xenon, Trapa, Keyless Go, Padele, Inter. Alcantara",17300.0,161817.0,Benzina,2014.0
12494,Porsche,Cayenne,Porsche Cayenne,2967.0,211.0,"Xenon, Trapa, Jante 22"", Susp. pneumatica, Padele, Memorie scaune, Nav",12990.0,286700.0,Diesel,2012.0
12495,Jaguar,F-Type,Jaguar F-Type Coupe P300 Aut. R-Dynamic,1997.0,300.0,"Matrix, Keyless, Bord digital, Panorama, Padele, Meridian, LED, Navi",54950.0,13592.0,Benzina,2021.0
12496,Ford,EcoSport,Ford EcoSport 1.5 TDCi Trend,1498.0,95.0,05.2016 | 1.5 TDCi | Distributie schimbata | Keyless Entry/Go |,7500.0,170325.0,Diesel,2016.0
12497,Mercedes-Benz,GLE Coupe,Mercedes-Benz GLE Coupe 63 S AMG 4MATIC,,,,43900.0,140000.0,Benzina,2016.0
12498,BMW,Seria 5,BMW Seria 5 520d Touring Edition Exclusive,1995.0,177.0,520D Facelift Euro 5 Start-Stop,3990.0,254000.0,Diesel,2010.0
12499,BMW,M5,BMW M5 Standard,4395.0,560.0,BMW M5 F10 – Unic în România / 19.600 KM/ Configuratie de exceptie,45900.0,19692.0,Benzina,2012.0
12500,Mini,Clubman,Mini Clubman,,,,13990.0,31319.0,Benzina,2015.0
12501,Honda,CR-V,Honda CR-V 2.0i 4WD,1998.0,150.0,"Cumparata de noua din RO, un singur proprietar pana in anul 2025",4990.0,185726.0,Benzina,2006.0
12502,Volkswagen,Touareg,Volkswagen Touareg V6 TDI BMT Mountain Plus,2967.0,204.0,"Volkswagen Toaureg, TVA deductibil, Unic Proprietar",22000.0,123700.0,Diesel,2017.0
12503,Volkswagen,Golf,Volkswagen Golf 1.2 TSI BlueMotion Technology Allstar,1197.0,110.0,Vand Golf 7 ALLSTAR 1.2 TSI (110 CP) An 2016,10000.0,140953.0,Benzina,2016.0
12504,Audi,A6,Audi A6 3.0 TDI quattro Stronic,2967.0,245.0,vand Audi A6 C7 Quattro rara si CU GARANTIE!,12950.0,267000.0,Diesel,2012.0
12505,Skoda,Kodiaq,Skoda Kodiaq 2.0 TDI 4X4 DSG Laurin & Klement,1968.0,200.0,Skoda Kodiaq 2.0 TDI 4X4 DSG Laurin & Klement,27499.67,161500.0,Diesel,2021.0
12506,Volkswagen,ID.3,Volkswagen ID.3 58 kWh Pro Performance,,,,17900.0,105000.0,Electric,2020.0
12507,Ford,Fiesta,Ford Fiesta 1.0 EcoBoost S&S Aut. TITANIUM,,,,5400.0,199000.0,Benzina,2014.0
12508,Renault,Megane,Renault Megane Estate 1.6 SCe Zen,1598.0,115.0,Fara daune,9200.0,120000.0,Benzina,2017.0
12509,Mercedes-Benz,GLB,Mercedes-Benz GLB 200 d 4MATIC Aut.,1950.0,150.0,Mercedes -Benz GLB GLB 200 d 4matic,50820.0,20500.0,Diesel,2023.0
12510,Mercedes-Benz,CLA,Mercedes-Benz CLA,,,,36990.0,50670.0,Hibrid Plug-In,2022.0
12511,BMW,Seria 3,BMW Seria 3 318d Touring Aut.,,,,30990.28,46898.0,Diesel,2023.0
12512,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic Sport,1968.0,190.0,*Audi Q5 2.0TDI(190cp)4x4*2017/07*S-Line*Bord Virtual*Automat*Led*,21990.0,234000.0,Diesel,2017.0
12513,Mercedes-Benz,C,Mercedes-Benz C 220 d 4Matic 9G-TRONIC,2143.0,170.0,Mercedes C220 prim proprietar,18500.0,114500.0,Diesel,2017.0
12514,Kia,Sportage,Kia Sportage 2.0 CRDI 4WD Automatik Vision,1995.0,136.0,Kia Sportage 2000 crdi 4x4 Cutie Automata VARIANTE,8990.0,196000.0,Diesel,2012.0
12515,Citroën,C4 Cactus,Citroën C4 Cactus BlueHDi 100 Stop&Start Shine Edition,,,,7989.0,199000.0,Diesel,2018.0
12516,Volkswagen,T-ROC,Volkswagen T-ROC 2.0 TDI DSG Design,,,,22750.0,87450.0,Diesel,2021.0
12517,Audi,A8,Audi A8 50 TDI quattro Tiptronic,2967.0,286.0,Audi A8 3.0 50 TDI quattro Tiptronic,44739.75,89202.0,Diesel,2019.0
12518,Audi,A6,Audi A6 Avant 2.0 TDI,1968.0,177.0,Vând Audi a6 c7 Inpecabil (variante la alt preț),9650.0,281000.0,Diesel,2012.0
12519,Skoda,Citigo,Skoda Citigo 1.0 MPI Active,999.0,60.0,Unic proprietar / credit / garantie / TVA deducibil,5950.0,140000.0,Benzina,2019.0
12520,Toyota,Corolla,Toyota Corolla Sedan 1.8 HSD Dynamic,1798.0,97.0,GARANTIE 12 luni#Hybrid#TVA deductibil,15200.0,162000.0,Hibrid,2020.0
12521,Volkswagen,Passat,Volkswagen Passat 2.0 BiTDI DSG 4Mot Highline,1968.0,240.0,Passat 240cp 4x4 2017,11500.0,298000.0,Diesel,2017.0
12522,Volkswagen,T-Cross,Volkswagen T-Cross 1.5 TSI DSG Life,1498.0,150.0,T-CROSS Life 1.5 TSI 150CP DSG - Rabla - pe stoc,27515.0,1.0,Benzina,2025.0
12523,Porsche,Macan,Porsche Macan 3.0 PDK S,2967.0,258.0,"Foarte bine intretinut, stare perfecta de functionare, consum ff mic",23900.0,249000.0,Diesel,2014.0
12524,SsangYong,Actyon,SsangYong Actyon 1.5 GDI Turbo AT6 Executiv,1497.0,163.0,Ssangyong / KGM Actyon 1.5 GDI 163HP FWD A6,35933.37,7.0,Benzina,2024.0
12525,Volkswagen,ARTEON,Volkswagen ARTEON 2.0 TDI DSG Elegance,,,,22800.0,72126.0,Diesel,2019.0
12526,Jeep,Compass,Jeep Compass,,,,22990.24,84104.0,Hibrid Plug-In,2022.0
12527,Mercedes-Benz,S,Mercedes-Benz S 500 4MATIC MHEV Aut.,2999.0,435.0,S 500 4Matic - Pachet Premium Plus cu HuD cu realitate augmentata,99900.0,15965.0,Benzina,2022.0
12528,Lexus,Seria ES,Lexus Seria ES 300h Executive,2487.0,178.0,Lexus ES-Seria ES 300h Executive IN STOC LA SIBIU,29385.72,122800.0,Hibrid,2019.0
12529,Volvo,XC 40,Volvo XC 40,,,,24690.0,94128.0,Hibrid Plug-In,2020.0
12530,BMW,X6,BMW X6 xDrive40d AT MHEV,2993.0,340.0,Bmw X6 X Drive40d,71075.4,87600.0,Diesel,2021.0
12531,Audi,A4,Audi A4 Avant 1.9 TDI DPF,1896.0,116.0,Audi a4 1.9 TDI 116 cp 2007,2800.0,411360.0,Diesel,2007.0
12532,Dodge,Nitro,Dodge Nitro,2777.0,177.0,Dodge Nitro R/T 4x4,5100.0,239000.0,Diesel,2008.0
12533,Volvo,XC 60,Volvo XC 60,,,,15499.0,275582.0,Diesel,2014.0
12534,Dacia,Logan,Dacia Logan MCV 1.5 Blue dCi Laureate,1461.0,75.0,Unic proprietar / 82.000 km / Credit / Garantie / TVA deductibil,8950.0,82000.0,Diesel,2020.0
12535,BMW,M4,BMW M4 Competition M xDrive AT,2993.0,510.0,BMW M4 Competition Cabrio xDrive 2023,73718.48,34300.0,Benzina,2023.0
12536,Peugeot,3008,Peugeot 3008 1.6 BlueHDI S&S EAT6 GT-Line,1560.0,120.0,PEUGEOT 3008 1.6 HDI 120CP GT-Line,14500.0,130300.0,Diesel,2017.0
12537,Tesla,Model 3,Tesla Model 3 Langstreckenbatterie Allradantrieb Dual Motor,,,,23600.0,84517.0,Electric,2019.0
12538,Renault,Kadjar,Renault Kadjar Energy dCi 110 COLLECTION,1461.0,110.0,"Renault Kadjar 1.5 dCi Energy Intens,Euro 6,RATE",11850.0,238000.0,Diesel,2016.0
12539,Toyota,BZ4X,Toyota BZ4X 150 KW FWD (4x2) Luxury,,,,34561.23,14179.0,Electric,2022.0
12540,Jeep,Renegade,Jeep Renegade 1.0 Turbo 4x2 M6 Limited,999.0,120.0,"Primul Propietar,km reali, carte service.",17900.0,28000.0,Benzina,2021.0
12541,Ford,Transit Connect,Ford Transit Connect,1498.0,100.0,"Maxi,2017/oct,196000 km,1,5 diesel,unic proprietar",7490.0,196000.0,Diesel,2017.0
12542,Ford,Transit Connect,Ford Transit Connect,1498.0,100.0,"Maxi,2017/oct,196000 km,1,5 diesel,unic proprietar",7490.0,196000.0,Diesel,2017.0
12543,BMW,,BMW Seria 2,1995.0,184.0,"Stare perfecta, pachet M, anvelope vara/iarna cu jante 18""/16""",15500.0,131500.0,Diesel,2014.0
12544,Ford,Focus,Ford Focus 1.6 16V Style,1596.0,100.0,"Ford Focus 1.6 Style,Euro 4,IMPECABILA",3750.0,256000.0,Benzina,2009.0
12545,Renault,Captur,Renault Captur ENERGY dCi Zen,1461.0,90.0,"Renault Captur 1.5 dCi Energy Zen,Euro 5,RATE",7650.0,229000.0,Diesel,2013.0
12546,Renault,Kangoo,Renault Kangoo 1.5 dCi 110 eXtrem,1461.0,110.0,"Renault Kangoo 1.5 dCi Express Grand Confort,RATE,110 CP,Euro 5",5950.0,260000.0,Diesel,2015.0
12547,Volkswagen,ARTEON,Volkswagen ARTEON 2.0 TSI DSG R-Line,1984.0,190.0,"109.000 Km , Istoric VW , FULL Options , Head-Up Display Masaje scaune",24450.0,109000.0,Benzina,2019.0
12548,Peugeot,508,Peugeot 508 SW BlueHDi 150 Stop&Start Allure,1997.0,150.0,Peugeot 508 Blue HDI 2.0 Euro 6,5750.0,232000.0,Diesel,2015.0
12549,BMW,Seria 1,BMW Seria 1 116i,1995.0,122.0,BMW seria 1 din 2009 in stare foarte bună!,4400.0,156000.0,Benzina,2009.0
12550,Opel,Corsa,Opel Corsa 1.4 Turbo ecoFLEX Start-Stop Innovation,1364.0,120.0,Opel Corsa D 2014 Innovation 1.4 benz / 122 cp ! 159000 km ! Import DE,5200.0,159700.0,Benzina,2014.0
12551,Audi,Q8,Audi Q8,2995.0,340.0,Primul proprietar / stare perfecta,69000.0,52300.0,Hibrid Plug-In,2021.0
12552,Volkswagen,Passat,Volkswagen Passat 2.0TDI Comfortline DPF DSG,1968.0,140.0,Volkswagen Passat 2.0 Diesel Euro 5 Automata,3699.0,256185.0,Diesel,2009.0
12553,Volkswagen,Sharan,Volkswagen Sharan 2.0 TDI DSG Blue Motion Highline,1968.0,170.0,Highline ~ Automat ~ Panoramic ~ Line Assist,11950.0,234000.0,Diesel,2013.0
12554,Renault,Clio,Renault Clio (Energy) TCe 90 Start & Stop INTENS,898.0,90.0,An 2019/Benzina/INTENS/NAVI/PIELE/Garanție,8500.0,189000.0,Benzina,2019.0
12555,Peugeot,208,Peugeot 208 PureTech 110 Stop & Start Allure,1199.0,110.0,Allure/An 2017/Garanție/Finanțare/Factura/Benzina,6999.0,148000.0,Benzina,2017.0
12556,Peugeot,3008,Peugeot 3008 BlueHDi 130 Stop & Start EAT8 Active Business-Paket,1499.0,130.0,Automat/Diesel/Garanție/Finanțare/TVA deductibil,14600.0,156000.0,Diesel,2019.0
12557,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI SCR 4MOTION (BlueMotion Techn.) DSG Highline,1968.0,150.0,4Motion/Automat/Full LED/Factura/Garanție/Finanțare,18600.0,169999.0,Diesel,2016.0
12558,Mercedes-Benz,Sprinter,Mercedes-Benz Sprinter 316 CDI 906.235 Sasiu cabina dubla,2143.0,163.0,Primul proprietar,19500.0,533383.0,Diesel,2017.0
12559,Volvo,V40,Volvo V40 Cross Country D2,1560.0,115.0,Volvo V40 Cross Country,7800.0,212000.0,Diesel,2014.0
12560,Renault,Clio,Renault Clio Estate TCe Zen,898.0,90.0,Unic proprietar - Km 100% reali - TVA deductibil,8500.0,107401.0,Benzina,2019.0
12561,BMW,X3,BMW X3 xDrive20d AT M Sport,1995.0,190.0,xDrive/Camera 360/Gesture control/Navi mare/Istoric serv/M paket,32990.0,137861.0,Diesel,2022.0
12562,Mercedes-Benz,Sprinter,Mercedes-Benz Sprinter,2148.0,129.0,Camper 4x4 Mercedes Sprinter Off Road,19900.0,433000.0,Diesel,1999.0
12563,Suzuki,SX4 S-Cross,Suzuki SX4 S-Cross 1.6 DDIS 4x4 limited+,1598.0,120.0,"4X4,1.6d,120cp,NAVI,PANORAMIC,cam.marsarier,piele,unic prop,km REALI !",6990.0,229000.0,Diesel,2014.0
12564,Ford,Fiesta,Ford Fiesta,,,,8900.15,91353.0,Diesel,2020.0
12565,BMW,Seria 3,BMW Seria 3 318i Aut. Sport Line,1998.0,156.0,BMW 318 i Steptronic IN STOC LA SIBIU,38537.29,7800.0,Benzina,2024.0
12566,BMW,X5,BMW X5,,,,50900.01,122383.0,Hibrid Plug-In,2020.0
12567,Mercedes-Benz,GLS,Mercedes-Benz GLS AMG 63 MHEV 4MATIC+ Aut,3982.0,612.0,AMG 63 MHEV 4M / Panoramic /Distronic/ Head-up/ Cam 360/Burmester 3D,162424.7,19669.0,Benzina,2024.0
12568,Skoda,Superb,Skoda Superb Combi 2.0 TDI DSG 4X4 Laurin & Klement,,,,25700.0,177421.0,Diesel,2020.0
12569,Ford,Ranger,Ford Ranger Pick-Up 3.0 EcoBoost 288 CP 4x4 Cabina Dubla Raptor Aut.,2956.0,292.0,"Ford Ranger RAPTOR 3.0 Benzina , Bang&Olufsen , 4X4 , CarPlay , ACC",48000.0,50000.0,Benzina,2022.0
12570,Mazda,3,Mazda 3,1598.0,105.0,"- Mazda 3, 1.6 Benzina, Euro 5-",5850.0,158246.0,Benzina,2011.0
12571,BMW,X3,BMW X3 2.0d,1995.0,177.0,"Primul proprietar, stare tehnica perfecta",7000.0,348233.0,Diesel,2008.0
12572,Audi,A6,Audi A6,,,,29700.01,135734.0,Benzina,2020.0
12573,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI DSG 4Mot Highline,1968.0,190.0,Volkswagen Tiguan AllSpace / R-Line / 2.0 TDI DSG 4Motion 190CP,24490.0,132300.0,Diesel,2020.0
12574,Audi,SQ7,Audi SQ7 quattro Tiptronic,,,,51800.0,160158.0,Benzina,2021.0
12575,Mazda,3,Mazda 3 2.0 MZR Aut. Edition,1999.0,150.0,- Mazda 3. 2.0 Benzina/Automata/Xenon/Bose/Keyless entry& go-,6250.0,179852.0,Benzina,2009.0
12576,Audi,A3,Audi A3 35 TFSI S tronic MHEV Basic,1498.0,150.0,Audi A3,28000.0,20000.0,Benzina,2024.0
12577,Audi,Q3,Audi Q3 2.0 TDI Quattro Stronic,1968.0,140.0,Vând Audi Q3 Motor 2.0 diesel An2015 Quattro Automată 94000 km reali,16300.0,93500.0,Diesel,2015.0
